age,ielts_score,CGPA,work_experience,financial_status,interview_country,visa_approved
33,8.3,3.86,2,Medium,Australia,1
31,8.1,2.68,1,Low,USA,0
34,6.3,2.09,2,High,UK,0
23,7.3,3.89,5,High,UK,1
24,6.1,3.66,2,Medium,Canada,0
27,7.3,3.96,5,Medium,UK,1
20,6.7,2.36,2,Medium,Germany,0
31,6.5,2.04,3,Medium,UK,0
25,5.7,3.9,2,Medium,Germany,0
34,7.2,3.48,3,Medium,UK,1
23,7.9,3.71,5,Medium,USA,1
24,7.3,2.01,3,Medium,UK,0
30,5.3,3.31,4,Medium,USA,0
24,8.7,3.42,0,High,UK,0
21,5.0,2.69,0,Low,UK,0
27,8.5,2.95,5,Low,USA,0
34,8.1,2.27,5,Medium,USA,0
21,5.4,2.16,0,Medium,Canada,0
23,5.9,3.62,2,Low,Australia,0
31,6.4,3.64,4,High,Australia,0
32,8.6,2.46,5,Medium,Australia,0
24,8.9,3.63,4,Low,Australia,0
33,5.3,2.73,0,Medium,UK,0
20,6.6,2.58,0,High,USA,0
25,5.6,3.58,0,High,UK,0
21,6.1,3.41,3,Medium,UK,0
33,8.9,3.27,5,High,UK,1
24,8.9,3.59,3,Medium,USA,1
34,6.9,3.73,2,Low,Australia,0
25,5.7,3.9,1,High,USA,0
30,7.2,3.25,3,High,Australia,1
27,6.3,2.18,4,Medium,UK,0
28,8.7,2.71,3,Medium,UK,0
32,8.3,2.26,4,Medium,Australia,0
34,6.2,2.24,4,Medium,UK,0
31,5.1,3.98,3,High,Canada,0
25,9.0,2.37,5,Medium,Australia,0
24,7.7,3.48,3,Medium,Germany,1
31,6.7,3.56,0,High,Germany,0
23,6.2,2.98,4,High,Australia,0
21,5.0,2.01,2,Low,Australia,0
21,5.6,3.46,1,Medium,Germany,0
26,5.0,3.9,3,Medium,Australia,0
24,7.4,3.54,0,Medium,UK,0
26,7.7,3.06,1,Medium,Canada,1
32,8.1,3.18,2,High,UK,1
30,5.7,2.32,3,Medium,Germany,0
20,5.4,3.77,0,Medium,Germany,0
20,7.6,3.19,0,Medium,Germany,0
24,7.0,2.5,3,Medium,Canada,0
21,8.5,2.2,4,Low,Germany,0
27,7.1,2.54,3,Low,Canada,0
33,6.8,3.53,0,Low,USA,0
34,7.0,3.91,5,Medium,USA,1
22,8.1,2.47,2,Medium,UK,0
20,5.1,2.62,2,Medium,USA,0
32,8.7,3.61,2,Medium,UK,1
21,7.9,3.46,0,Low,UK,0
29,8.5,2.25,3,High,USA,0
29,8.8,3.82,3,Medium,USA,1
26,5.9,2.47,3,Low,Germany,0
25,7.3,3.54,4,High,USA,1
31,6.9,3.3,4,Medium,USA,1
27,7.2,2.94,3,Low,USA,0
26,5.2,2.17,4,Medium,Germany,0
33,8.7,3.79,4,Low,Australia,0
29,8.8,3.06,3,Medium,USA,1
32,7.7,2.23,3,Low,UK,0
27,6.0,2.95,0,High,USA,0
22,8.1,2.21,3,High,Australia,0
25,7.9,2.75,5,High,Canada,0
32,7.3,2.24,3,Medium,UK,0
26,5.7,2.52,3,High,Germany,0
34,5.8,3.62,5,High,UK,0
29,7.4,2.47,3,Low,Australia,0
30,5.5,3.28,5,Medium,USA,0
20,7.9,2.46,1,High,USA,0
20,5.9,3.23,1,High,Australia,0
26,8.6,3.49,2,High,USA,1
32,8.6,2.21,3,Medium,USA,0
30,6.2,3.7,4,High,Germany,0
32,5.3,3.83,5,High,Australia,0
22,7.4,2.74,5,Medium,USA,0
22,6.8,3.76,1,Low,Germany,0
34,5.6,2.23,5,High,Canada,0
24,7.1,2.85,1,High,UK,0
34,9.0,2.32,0,Low,USA,0
30,5.3,3.92,4,Medium,Canada,0
25,6.1,3.55,5,Low,UK,0
21,7.2,3.24,4,Medium,USA,1
22,8.2,2.14,1,Medium,UK,0
25,5.1,2.33,5,Medium,UK,0
22,7.9,2.7,0,Medium,Germany,0
33,5.6,2.46,2,High,UK,0
24,8.3,2.62,3,High,USA,0
28,7.8,3.94,4,Medium,Germany,1
31,6.8,3.6,3,Medium,USA,1
22,8.3,2.14,3,Medium,Canada,0
31,7.9,2.11,3,Medium,Germany,0
30,8.0,2.09,2,Low,USA,0
32,6.2,3.44,3,Low,USA,0
32,7.5,3.03,2,Low,Canada,0
25,5.6,2.3,1,Medium,Australia,0
30,8.3,3.88,1,Medium,UK,1
24,7.1,2.4,0,Low,Australia,0
24,8.3,3.44,5,Medium,Canada,1
30,5.8,4.0,4,Medium,USA,0
33,5.5,3.98,0,High,USA,0
33,7.8,3.24,4,Medium,Germany,1
25,5.2,2.31,4,Medium,Canada,0
25,6.0,3.99,1,Medium,Australia,0
20,8.6,3.45,0,Medium,USA,0
30,5.5,3.65,2,High,Canada,0
34,6.5,3.96,2,Medium,Canada,0
28,8.8,2.41,5,High,UK,0
24,5.1,2.64,4,High,Canada,0
20,6.8,2.49,2,Medium,UK,0
27,8.1,3.98,1,Low,Canada,0
26,8.6,3.31,5,High,Canada,1
26,7.9,2.62,0,Low,USA,0
34,8.6,2.74,2,Medium,Australia,0
33,5.1,2.91,4,Medium,USA,0
24,5.4,2.88,0,Medium,UK,0
20,8.0,2.35,5,High,Canada,0
28,8.0,3.71,5,Medium,Australia,1
30,7.4,3.54,2,Medium,USA,1
28,7.9,3.83,2,High,UK,1
27,8.4,3.05,5,Medium,Australia,1
24,7.2,3.34,3,High,Canada,1
33,8.8,3.51,0,Low,Canada,0
22,7.8,3.19,4,High,Australia,1
27,6.9,3.41,0,Medium,USA,0
20,6.7,3.07,4,High,Canada,1
22,8.0,2.8,5,Medium,Australia,0
31,7.5,3.97,4,High,USA,1
30,8.3,2.96,4,High,Germany,0
26,8.1,3.68,1,Low,UK,0
33,7.1,3.2,5,Low,Canada,0
34,8.8,2.54,2,Medium,Canada,0
23,7.8,2.23,2,High,USA,0
26,5.8,3.83,2,High,USA,0
31,7.5,2.67,1,Low,USA,0
30,5.8,2.59,2,High,UK,0
32,7.2,3.49,5,Medium,USA,1
33,8.2,3.29,3,Medium,UK,1
24,8.3,3.32,1,Low,UK,0
25,7.6,2.26,1,Low,UK,0
33,8.1,2.5,2,High,Canada,0
26,6.9,2.99,3,Medium,USA,0
34,7.2,3.74,4,High,UK,1
32,8.5,2.85,4,Medium,USA,0
29,7.0,2.28,2,Medium,UK,0
31,6.4,2.8,0,High,UK,0
26,8.2,2.58,2,Medium,Australia,0
26,5.2,3.99,2,Medium,USA,0
26,8.8,2.75,2,High,Canada,0
30,6.4,3.23,5,High,Australia,0
32,7.5,3.15,4,High,Canada,1
32,7.7,2.34,2,Medium,UK,0
26,5.5,2.26,3,Low,USA,0
22,8.3,2.04,0,Low,Canada,0
34,7.3,2.27,5,High,Canada,0
31,6.3,3.45,2,High,Canada,0
22,8.4,3.27,0,Medium,Australia,0
26,7.5,2.57,5,Medium,Australia,0
33,8.1,2.43,1,High,Canada,0
21,9.0,2.06,0,Medium,Canada,0
33,5.5,2.57,4,Medium,UK,0
21,8.0,2.67,4,High,Australia,0
22,8.0,3.73,4,Low,UK,0
33,8.5,2.03,0,Medium,Canada,0
23,6.6,2.53,5,High,Canada,0
25,8.5,3.91,2,High,UK,1
32,7.6,3.7,2,Medium,UK,1
27,5.3,3.76,3,Medium,UK,0
29,5.1,2.01,2,Medium,UK,0
29,6.9,2.72,4,Medium,USA,0
26,8.1,2.96,5,High,Germany,0
23,6.5,2.22,2,Medium,Australia,0
21,8.4,2.16,1,Medium,Canada,0
21,7.0,2.71,1,Medium,Germany,0
34,5.1,3.84,3,High,USA,0
23,8.9,2.8,1,High,Canada,0
25,7.0,3.51,1,Medium,Germany,1
22,7.6,3.2,4,High,USA,1
25,5.8,3.77,3,Medium,UK,0
24,6.2,2.67,3,High,Australia,0
24,6.9,2.27,0,Low,UK,0
21,8.4,2.27,0,High,Canada,0
27,5.4,2.38,3,Medium,Canada,0
24,8.1,3.62,0,Medium,Canada,0
30,7.3,3.14,2,Medium,Canada,1
21,7.0,3.09,5,Medium,Canada,1
26,8.5,2.25,2,Low,Canada,0
32,5.5,2.36,5,Medium,USA,0
34,9.0,2.41,1,High,UK,0
28,8.4,3.51,2,Low,USA,0
28,6.3,3.39,4,Medium,UK,0
20,6.8,3.17,5,Medium,Canada,1
26,5.1,2.2,0,Medium,Australia,0
28,7.1,2.31,4,High,Germany,0
25,7.2,2.51,4,High,USA,0
20,8.7,3.66,3,High,Canada,1
21,6.6,3.44,1,Medium,Australia,1
23,7.3,3.83,1,Medium,Germany,1
33,8.0,2.07,4,High,USA,0
23,7.4,3.64,1,High,Canada,1
21,5.6,2.05,2,High,Australia,0
27,5.7,3.33,4,Medium,Australia,0
21,5.6,3.3,0,Medium,UK,0
22,5.9,2.54,1,High,Australia,0
33,6.3,3.5,0,Medium,UK,0
23,8.0,2.84,2,Low,Australia,0
28,5.2,3.27,1,Medium,Canada,0
29,8.3,3.26,3,High,USA,1
20,6.0,3.76,2,Medium,USA,0
27,7.5,3.35,2,High,Canada,1
31,7.2,3.34,5,Medium,Germany,1
34,5.6,3.19,3,Medium,Germany,0
33,6.1,2.2,0,High,Australia,0
24,6.2,2.6,0,Low,USA,0
26,7.5,2.92,5,Medium,USA,0
27,8.2,2.5,2,Medium,Canada,0
34,9.0,2.33,2,Low,Germany,0
24,5.4,3.02,1,Medium,Canada,0
27,8.8,3.67,1,Medium,USA,1
29,7.2,3.27,2,Medium,Australia,1
30,6.4,3.39,1,High,USA,0
27,6.1,2.28,3,Medium,UK,0
28,5.8,3.6,1,High,Australia,0
21,7.2,2.22,2,High,UK,0
22,8.8,2.56,0,Low,Germany,0
20,5.7,3.75,5,Low,UK,0
23,6.7,3.84,0,Low,USA,0
34,5.8,2.18,3,Low,Australia,0
34,5.7,2.32,0,High,USA,0
24,8.5,2.72,0,Low,USA,0
30,6.0,3.43,2,Medium,USA,0
20,6.0,2.3,2,High,Australia,0
27,8.6,2.31,2,Medium,UK,0
21,6.5,3.09,2,Medium,USA,0
20,5.0,3.18,2,High,Australia,0
21,7.9,2.18,5,Medium,UK,0
34,7.1,2.81,5,High,Germany,0
32,8.1,3.46,5,Medium,UK,1
24,7.3,2.68,5,Medium,Germany,0
28,6.4,2.48,1,High,Germany,0
28,5.3,2.23,5,High,UK,0
21,8.5,2.93,3,Medium,Germany,0
21,5.8,3.88,2,Medium,USA,0
22,8.9,3.23,1,High,USA,1
26,6.0,2.13,4,High,Australia,0
30,8.3,2.52,5,High,Canada,0
22,8.2,3.48,2,High,USA,1
20,6.9,3.51,3,High,USA,1
33,6.6,2.75,3,High,UK,0
33,7.8,2.13,5,Medium,USA,0
33,7.1,3.07,3,High,UK,1
25,7.5,3.47,2,Medium,USA,1
22,6.9,2.66,5,Low,Canada,0
20,7.2,3.58,0,Medium,Canada,0
33,5.8,2.66,5,Medium,Australia,0
32,5.2,2.34,0,Low,Canada,0
23,6.4,3.6,4,Medium,UK,0
32,6.9,2.27,4,Low,UK,0
20,8.6,2.49,4,Low,Germany,0
20,6.7,3.71,2,Medium,UK,1
31,6.7,3.05,1,Medium,Germany,1
21,7.7,2.31,4,Medium,UK,0
29,5.8,3.23,5,Low,Canada,0
27,8.5,3.17,4,Medium,USA,1
21,6.7,3.1,1,Medium,Germany,1
30,8.7,2.68,4,Low,Germany,0
21,6.1,2.81,4,Low,USA,0
34,6.9,3.52,1,High,USA,1
30,8.1,3.85,3,High,Australia,1
30,7.2,3.16,2,Medium,Germany,1
29,7.6,3.86,2,High,UK,1
29,6.1,2.35,1,High,Canada,0
27,6.3,2.58,5,Low,Canada,0
31,7.0,3.67,4,High,UK,1
25,5.8,3.93,3,Medium,Australia,0
31,5.5,3.78,1,High,Germany,0
30,8.4,2.98,0,High,Australia,0
23,8.1,3.62,4,Medium,USA,1
22,8.7,2.4,0,Low,Canada,0
20,7.3,2.63,3,Medium,Canada,0
30,6.7,4.0,3,Medium,USA,1
22,5.4,2.36,0,Medium,Australia,0
31,8.4,2.49,4,Medium,Canada,0
33,6.8,3.45,0,Medium,Canada,0
28,7.2,3.34,1,Medium,UK,1
24,6.3,3.44,4,High,Germany,0
32,7.1,3.9,5,High,USA,1
25,8.1,2.24,2,Medium,USA,0
24,7.8,3.16,5,Medium,Australia,1
20,9.0,2.51,0,Medium,USA,0
29,7.0,2.79,2,Medium,USA,0
20,7.1,2.65,0,Medium,USA,0
23,5.2,3.86,5,Low,Australia,0
34,6.6,3.89,0,Medium,UK,0
22,8.7,3.0,4,Medium,Australia,0
30,6.4,3.46,2,High,Canada,0
27,8.1,2.42,1,Low,Australia,0
31,8.9,2.68,5,Medium,Germany,0
31,5.5,3.32,3,Low,UK,0
26,6.3,3.34,1,Medium,Australia,0
34,6.9,3.82,2,Medium,USA,1
30,5.9,3.51,3,High,USA,0
34,5.0,3.69,2,High,UK,0
26,6.9,3.65,5,Medium,Germany,1
34,7.1,2.54,3,High,Canada,0
27,7.5,3.63,2,Medium,USA,1
33,8.3,2.41,5,High,Australia,0
29,6.0,2.03,2,Medium,Australia,0
26,5.2,3.23,3,High,UK,0
29,5.4,2.73,2,Medium,Canada,0
21,7.0,3.34,3,Medium,Australia,1
23,8.7,2.44,2,Medium,USA,0
34,8.9,2.5,2,High,UK,0
30,5.8,3.8,2,Medium,Canada,0
25,5.6,3.33,4,Medium,Australia,0
22,6.4,2.18,4,Medium,Australia,0
34,6.9,2.7,3,Medium,UK,0
22,8.2,3.3,0,Medium,UK,0
34,8.1,3.43,0,High,USA,0
25,8.7,2.99,4,High,Canada,0
20,8.4,2.5,0,High,UK,0
33,6.8,3.34,4,Low,USA,0
20,5.1,2.17,1,Medium,Australia,0
24,5.9,3.58,3,Low,USA,0
20,7.4,3.51,3,Low,Australia,0
29,7.0,2.58,5,High,USA,0
27,6.0,2.12,4,High,UK,0
21,5.5,2.18,2,High,Canada,0
25,5.9,2.85,4,Low,Canada,0
29,6.0,2.37,2,Low,UK,0
29,8.5,2.87,3,High,Australia,0
24,7.8,2.11,4,High,Australia,0
29,7.2,2.89,3,Low,Germany,0
31,5.1,3.81,5,High,USA,0
31,8.3,3.36,2,Medium,Australia,1
23,7.2,2.13,4,Medium,USA,0
20,7.5,2.17,1,High,USA,0
33,5.3,3.02,3,High,USA,0
33,8.3,2.53,1,High,Canada,0
22,8.3,2.88,3,Medium,Australia,0
32,8.5,3.54,4,Low,USA,0
31,7.1,2.79,4,Low,Australia,0
23,6.6,2.6,2,Medium,USA,0
21,5.3,3.79,1,Medium,USA,0
31,5.8,3.43,1,Medium,UK,0
21,5.9,3.27,0,Medium,Germany,0
21,5.3,2.14,2,Medium,Canada,0
30,5.6,3.0,4,High,UK,0
20,8.5,3.79,0,Medium,UK,0
29,7.2,3.64,1,Medium,Australia,1
21,8.1,2.13,5,Medium,USA,0
25,6.1,3.5,4,High,USA,0
22,5.5,3.75,4,High,UK,0
29,6.5,2.49,3,Medium,Canada,0
24,8.2,3.04,5,High,UK,1
20,6.2,3.77,5,Low,Canada,0
27,5.8,3.76,2,Medium,Canada,0
32,5.1,2.83,0,High,Canada,0
23,7.5,3.01,2,Low,Australia,0
28,6.7,2.21,1,Medium,Canada,0
23,6.0,3.07,3,High,USA,0
33,7.1,3.72,5,Low,Germany,0
34,7.8,2.35,3,High,UK,0
34,6.0,2.92,3,High,USA,0
34,7.4,3.29,0,Medium,USA,0
21,6.0,2.1,2,High,Canada,0
22,8.9,2.07,1,High,USA,0
24,7.9,3.7,3,High,UK,1
31,7.4,3.93,0,High,USA,0
29,5.7,3.52,1,Medium,Canada,0
34,7.3,3.93,4,High,USA,1
32,8.2,2.31,4,Medium,USA,0
32,7.9,3.74,5,Medium,Australia,1
33,8.1,3.81,3,Medium,USA,1
25,6.3,2.58,5,Medium,UK,0
26,6.3,3.3,0,Low,USA,0
23,7.2,2.61,1,Medium,USA,0
26,6.1,2.22,5,Medium,USA,0
34,5.5,3.63,2,Medium,Australia,0
29,6.8,3.81,2,High,Australia,1
22,5.0,2.22,1,Low,UK,0
26,8.0,3.3,4,Low,Australia,0
23,8.0,3.94,3,Medium,USA,1
32,7.2,2.55,2,Low,USA,0
32,8.0,3.5,0,Medium,Australia,0
27,7.5,2.82,0,Low,USA,0
28,7.8,2.13,5,High,USA,0
26,5.3,3.4,0,Medium,UK,0
27,8.5,2.49,0,Medium,USA,0
27,7.6,3.19,1,Medium,Canada,1
21,7.4,2.14,1,Medium,UK,0
28,6.5,2.24,1,Medium,Australia,0
25,5.1,2.01,1,High,UK,0
30,8.6,2.44,2,High,USA,0
23,8.9,2.26,3,Low,USA,0
34,8.2,2.59,2,Medium,UK,0
24,8.7,2.41,3,Medium,Canada,0
29,5.5,2.53,0,High,Australia,0
24,5.5,2.26,5,High,UK,0
26,8.5,2.36,2,High,UK,0
33,5.2,2.56,2,Medium,Australia,0
28,5.4,2.87,4,High,Canada,0
26,8.3,2.53,5,Medium,Australia,0
28,7.2,2.37,3,Low,Australia,0
23,6.6,3.27,0,Medium,USA,0
29,7.2,2.73,1,High,USA,0
33,8.5,3.21,5,High,Australia,1
29,8.0,2.8,0,High,Canada,0
23,7.8,2.83,5,Medium,Canada,0
25,8.9,2.75,3,High,Australia,0
27,7.1,3.71,2,Low,Germany,0
33,5.0,2.77,0,High,Australia,0
28,6.7,3.2,0,High,USA,0
20,5.4,2.93,1,Medium,Canada,0
20,5.5,3.18,4,Low,USA,0
32,6.0,2.39,0,High,UK,0
27,6.5,2.24,2,Medium,UK,0
30,6.9,3.18,1,Low,Canada,0
26,5.7,3.97,5,Low,Canada,0
28,6.2,2.52,4,Low,Canada,0
30,6.1,2.0,1,High,USA,0
22,6.5,3.83,3,Medium,UK,0
29,5.4,2.26,0,Medium,UK,0
31,6.6,3.73,3,High,UK,1
24,7.2,3.03,1,High,UK,1
22,5.4,2.36,3,High,Germany,0
34,7.1,2.39,0,Medium,USA,0
24,8.0,3.05,4,High,Germany,1
29,5.0,3.59,1,Low,Canada,0
20,5.2,3.62,3,Medium,Germany,0
33,6.9,2.48,3,High,USA,0
30,8.5,3.42,3,Medium,Canada,1
23,9.0,2.96,4,High,Australia,0
25,5.4,3.24,1,Medium,Canada,0
21,5.1,2.26,1,Medium,USA,0
32,5.9,2.87,3,Medium,UK,0
26,6.9,2.25,1,Low,UK,0
27,7.3,3.01,5,Medium,Canada,1
20,8.9,2.12,5,Low,Australia,0
32,8.6,2.27,1,High,Canada,0
23,7.2,2.65,4,High,UK,0
30,6.4,3.02,4,High,Canada,0
23,6.3,2.23,5,Low,USA,0
32,7.3,3.76,5,Low,Canada,0
24,7.9,2.56,5,Medium,Canada,0
33,6.9,3.17,0,Medium,USA,0
31,6.2,2.28,4,High,Canada,0
31,7.5,3.48,4,High,Australia,1
23,7.2,3.08,1,Medium,Canada,1
28,6.7,3.87,0,Medium,Canada,0
26,8.0,3.37,4,Medium,USA,1
32,6.1,3.96,3,Medium,Germany,0
21,6.9,3.62,3,High,Australia,1
20,8.8,3.06,5,High,UK,1
28,7.9,2.45,1,High,USA,0
20,6.6,2.68,3,High,Germany,0
25,7.2,2.75,4,Medium,Canada,0
34,6.6,3.83,1,Low,USA,0
34,5.5,2.51,0,High,Canada,0
21,6.3,3.44,4,High,UK,0
23,8.4,3.18,5,High,Australia,1
25,6.8,2.34,0,Medium,Canada,0
24,7.3,2.54,2,Low,Australia,0
30,5.7,2.57,2,Low,Canada,0
25,6.4,2.36,1,Medium,Canada,0
22,8.7,3.57,1,Medium,Australia,1
24,6.3,2.63,0,Medium,USA,0
21,6.0,3.07,4,High,UK,0
26,5.2,3.47,0,Low,Canada,0
22,5.4,3.94,3,Medium,UK,0
20,7.3,3.82,5,Medium,USA,1
33,7.6,2.42,4,Low,USA,0
27,7.6,3.79,5,Medium,UK,1
27,7.2,3.69,0,High,Australia,0
22,7.0,2.06,1,High,UK,0
32,5.3,3.77,3,High,USA,0
26,8.4,3.07,4,Medium,UK,1
28,7.1,2.38,5,Medium,UK,0
27,5.5,3.99,4,Medium,Australia,0
22,5.5,2.62,4,Medium,UK,0
34,7.1,2.38,2,Medium,USA,0
32,6.0,2.35,0,High,Australia,0
21,8.7,3.05,0,Low,Germany,0
32,7.0,2.35,3,Medium,Canada,0
29,8.9,3.04,4,Medium,Australia,1
26,7.9,3.47,5,Low,USA,0
26,8.2,3.9,2,High,UK,1
28,6.6,2.74,0,Low,UK,0
24,5.5,3.95,3,Medium,USA,0
23,7.8,3.98,4,High,Canada,1
27,6.6,3.18,4,Medium,UK,1
33,8.8,2.6,1,Medium,Canada,0
23,5.8,3.71,4,Low,USA,0
23,7.5,2.11,3,Low,Canada,0
31,8.5,2.88,5,Medium,USA,0
33,6.6,3.27,3,Medium,Canada,1
31,8.8,3.96,3,Medium,Australia,1
21,5.3,3.39,3,Medium,Australia,0
32,7.3,2.46,0,Medium,UK,0
34,8.1,3.71,3,Low,UK,0
20,5.8,3.32,4,High,Canada,0
23,5.2,3.73,2,High,Australia,0
26,5.3,3.39,2,Medium,Germany,0
31,6.3,2.7,4,High,Germany,0
28,5.9,2.23,1,Medium,Australia,0
28,5.9,3.38,3,Low,USA,0
31,6.8,2.41,1,Low,Canada,0
29,5.3,2.13,5,Medium,Canada,0
34,9.0,2.59,0,Low,Canada,0
20,7.8,2.63,3,Low,Australia,0
24,5.1,3.99,0,High,Germany,0
26,7.8,3.13,1,Medium,USA,1
32,8.2,3.98,2,High,UK,1
26,5.8,3.54,1,High,UK,0
29,8.4,2.99,3,Medium,USA,0
25,7.4,2.57,2,Medium,USA,0
30,8.3,2.45,2,Medium,UK,0
29,7.9,2.47,3,Low,UK,0
23,7.8,3.72,2,Medium,Australia,1
22,5.6,2.79,4,High,USA,0
31,6.3,2.9,2,High,Australia,0
32,7.1,3.23,3,Medium,Germany,1
28,5.5,2.11,5,Medium,Canada,0
34,6.9,2.95,2,Medium,USA,0
31,6.8,2.03,0,High,Canada,0
32,5.9,3.49,5,Medium,UK,0
29,5.8,2.05,0,High,Canada,0
23,6.0,3.41,1,High,Canada,0
27,7.4,2.4,2,High,USA,0
32,6.7,3.63,1,Low,Canada,0
20,6.7,2.63,2,Medium,USA,0
26,5.7,3.81,1,Medium,USA,0
31,8.1,3.48,5,Low,USA,0
25,7.8,2.42,2,Low,Germany,0
32,6.7,3.77,3,Low,USA,0
31,5.6,2.04,4,Medium,USA,0
20,7.9,3.24,1,Medium,Canada,1
34,8.6,3.68,4,Medium,Canada,1
23,5.7,2.26,2,Medium,Canada,0
31,7.4,2.09,1,Medium,UK,0
34,6.7,3.78,1,Medium,Germany,1
33,5.4,2.59,4,Medium,USA,0
24,7.9,3.33,3,High,Germany,1
30,5.3,3.68,4,Medium,Australia,0
27,7.8,2.22,2,Medium,Canada,0
34,6.1,2.75,3,Low,USA,0
23,7.3,3.45,4,Medium,Germany,1
22,5.6,2.15,0,Medium,USA,0
21,6.5,3.5,0,Medium,Canada,0
23,5.4,3.76,0,Medium,Australia,0
30,6.9,3.59,2,Medium,USA,1
29,5.9,2.48,2,High,USA,0
33,5.8,3.68,4,Medium,UK,0
32,5.4,3.38,1,Medium,USA,0
23,8.1,3.49,3,Low,UK,0
32,7.6,3.5,4,Medium,USA,1
29,5.6,2.9,5,High,UK,0
24,6.9,3.8,0,Medium,Germany,0
32,7.6,2.25,2,High,UK,0
26,8.5,3.92,0,Medium,USA,0
28,5.2,2.01,2,Low,Australia,0
21,6.4,3.54,1,Low,USA,0
24,7.5,2.37,5,Medium,Australia,0
30,5.1,2.13,4,Medium,Canada,0
29,6.0,3.0,4,High,UK,0
28,8.0,3.03,2,High,Canada,1
31,6.4,3.34,0,High,Germany,0
33,5.3,3.19,3,Low,Canada,0
32,7.5,2.06,0,Medium,Germany,0
22,6.0,2.41,2,Medium,UK,0
20,7.8,3.43,4,Medium,Canada,1
21,8.6,3.88,3,Medium,USA,1
33,7.1,3.53,5,Low,UK,0
25,7.4,3.97,4,Low,Australia,0
24,7.1,2.25,4,Medium,Germany,0
20,8.3,3.92,2,High,UK,1
20,6.0,2.75,2,High,USA,0
30,6.6,3.12,2,Medium,Canada,1
23,8.6,3.95,0,Medium,UK,0
31,7.9,2.9,5,Medium,Germany,0
34,6.3,2.63,2,Low,USA,0
23,8.3,3.58,1,Low,Canada,0
34,6.0,3.41,0,Medium,USA,0
25,7.5,2.04,5,Medium,USA,0
25,8.8,2.97,4,Medium,Australia,0
29,7.3,3.85,3,Medium,UK,1
33,8.2,3.09,0,Medium,UK,0
25,7.9,3.23,2,Medium,USA,1
20,8.5,2.98,5,High,Germany,0
29,8.9,3.17,5,High,USA,1
28,5.1,2.59,1,Medium,Canada,0
30,5.1,2.41,0,Medium,Australia,0
26,7.4,2.78,3,High,USA,0
26,8.8,2.46,0,Medium,Germany,0
30,6.9,3.82,4,Medium,USA,1
26,8.4,2.3,5,High,Canada,0
21,8.1,2.48,2,Low,Australia,0
21,7.0,3.58,0,Low,USA,0
25,7.1,2.2,1,High,USA,0
26,6.7,3.59,2,High,UK,1
22,6.0,3.16,3,Medium,USA,0
32,8.4,2.92,5,Low,UK,0
23,5.8,3.74,2,High,Canada,0
33,8.6,2.8,0,Medium,Germany,0
31,6.4,2.55,4,Medium,Germany,0
22,5.1,3.09,2,Low,UK,0
26,5.7,3.12,0,Medium,UK,0
26,8.6,2.25,0,Medium,Australia,0
23,5.5,3.57,4,Medium,USA,0
32,8.0,2.75,0,Medium,UK,0
26,5.7,2.25,3,High,UK,0
24,7.0,2.2,4,Medium,Canada,0
20,5.8,3.13,3,Medium,UK,0
29,6.3,2.75,5,Medium,UK,0
23,5.5,2.63,3,High,USA,0
26,7.2,2.92,0,Low,USA,0
32,6.5,3.58,2,Low,Canada,0
34,6.5,2.34,3,Medium,Canada,0
21,5.2,2.24,3,High,Australia,0
21,5.5,3.74,2,High,Germany,0
20,7.8,3.62,1,High,USA,1
21,6.2,2.33,1,Medium,UK,0
29,6.8,3.12,5,Medium,Australia,1
33,8.1,3.09,5,Medium,Germany,1
27,6.8,3.55,4,High,UK,1
30,5.9,2.66,5,Medium,Australia,0
27,7.2,2.13,5,High,UK,0
27,8.2,2.37,4,Medium,Canada,0
34,7.4,2.42,3,Medium,UK,0
20,6.7,2.93,5,Medium,Australia,0
20,5.5,3.01,2,High,Australia,0
31,6.0,2.41,2,Low,UK,0
29,8.8,2.64,1,Medium,Canada,0
23,8.1,3.57,5,Medium,UK,1
25,5.4,2.09,5,Low,UK,0
27,5.0,3.49,0,High,Germany,0
32,5.7,3.96,0,Medium,Australia,0
21,8.8,3.52,1,Low,UK,0
32,7.3,3.86,1,High,USA,1
22,8.4,2.53,5,High,Australia,0
25,6.9,3.04,5,Low,USA,0
29,8.3,2.83,4,Medium,Australia,0
23,5.1,2.55,0,Medium,UK,0
31,6.7,2.08,4,Medium,UK,0
21,6.5,3.52,1,Medium,UK,0
26,8.9,3.45,1,Low,UK,0
23,6.2,3.13,1,Low,Canada,0
27,6.7,3.95,2,High,USA,1
27,8.0,3.73,1,High,Canada,1
26,8.5,3.13,0,Low,Australia,0
29,8.5,3.84,0,High,Australia,0
28,6.6,3.12,1,Medium,Germany,1
23,8.8,3.68,4,Medium,Germany,1
26,7.6,3.0,5,Medium,USA,0
29,8.4,3.61,4,Medium,UK,1
29,8.7,2.89,2,Medium,Germany,0
34,5.9,3.14,1,Low,Canada,0
31,7.0,2.39,3,Medium,Australia,0
20,7.4,3.24,0,Medium,Australia,0
23,8.2,3.6,4,High,Australia,1
21,6.6,3.68,4,Medium,USA,1
28,5.8,3.54,5,High,Canada,0
24,8.0,2.02,0,Low,Germany,0
22,7.4,3.87,5,Medium,UK,1
23,8.6,2.12,4,Medium,Canada,0
25,7.6,3.42,3,High,USA,1
29,5.1,3.64,0,Medium,Australia,0
20,8.9,3.53,3,High,UK,1
