job_role,education_level,experience_years,skills,certifications,salary_range,location,target
Web Developer,PhD,1,"R, ML",No,Low,Canada,1
Business Analyst,Bachelors,7,"Excel, SQL, R",No,High,India,0
Cloud Engineer,Masters,9,"ML, Cloud, CSS, Python",No,Medium,India,1
DevOps Engineer,Bachelors,8,"JS, Python",Yes,Medium,India,1
Cloud Engineer,Bachelors,7,"Python, Cloud",No,Low,UK,0
Cybersecurity Analyst,Masters,5,"CSS, Security",No,Low,UK,0
Data Scientist,PhD,7,"Networking, HTML, ML, DL",No,Medium,Canada,1
Business Analyst,Bachelors,10,"Python, SQL",No,High,Canada,1
AI Engineer,PhD,1,"ML, CSS, Excel, Python",Yes,Low,India,1
Cybersecurity Analyst,Bootcamp,14,"CSS, SQL, R",No,Medium,Remote,0
Research Scientist,Bachelors,6,"DL, ML, Security",Yes,Medium,USA,1
DevOps Engineer,Bootcamp,10,"Networking, Excel, Security",Yes,Low,Canada,1
Web Developer,Bachelors,7,"Cloud, SQL, Excel, CSS",Yes,High,Remote,1
Cybersecurity Analyst,Bootcamp,8,"JS, HTML, Security, Python",Yes,Medium,Remote,1
Research Scientist,Masters,6,"ML, Cloud",No,Low,UK,1
Business Analyst,Masters,12,"Security, HTML",Yes,Low,India,1
Database Admin,PhD,3,"Cloud, Security",Yes,Medium,Canada,1
Research Scientist,Bootcamp,1,"JS, Security, R",No,High,India,0
Business Analyst,Masters,6,"JS, Python, Networking, ML",Yes,Low,Germany,1
DevOps Engineer,Bachelors,3,"JS, CSS, SQL, Python",No,Low,Remote,0
AI Engineer,PhD,5,"Networking, SQL, Python, R",Yes,High,India,1
Cybersecurity Analyst,Bachelors,6,"Python, HTML, Excel",Yes,Low,USA,1
Web Developer,Bachelors,2,"Python, Networking, DL",No,High,UK,1
Business Analyst,Bachelors,13,"Excel, CSS",Yes,High,UK,1
Research Scientist,Masters,8,"Security, Networking, SQL",Yes,High,Germany,1
Web Developer,PhD,5,"R, SQL",Yes,High,USA,1
Data Scientist,Bachelors,3,"Cloud, SQL, CSS, R",No,Low,UK,0
Cybersecurity Analyst,Bootcamp,10,"Networking, JS, CSS, Cloud",Yes,High,Germany,1
Web Developer,Bootcamp,1,"HTML, CSS",Yes,Medium,India,1
Database Admin,PhD,3,"JS, Security, HTML, R",Yes,Medium,India,1
DevOps Engineer,Bootcamp,12,"Cloud, HTML",Yes,Medium,USA,1
Web Developer,Bachelors,13,"Networking, SQL, ML, Python",No,High,Germany,1
Data Scientist,Bachelors,12,"Security, Networking, R",Yes,Low,Canada,1
DevOps Engineer,Bachelors,5,"CSS, HTML, Security",No,Low,Germany,0
Cybersecurity Analyst,PhD,7,"SQL, Python, Networking, Security",No,Medium,UK,1
Database Admin,Bachelors,6,"CSS, Excel, Security",Yes,Low,USA,1
AI Engineer,Bachelors,10,"Networking, ML, JS, R",Yes,Medium,UK,1
Web Developer,Masters,12,"Python, Security, Cloud",Yes,Medium,Germany,1
ML Engineer,PhD,5,"DL, CSS, Python, JS",No,Low,UK,1
Web Developer,Bootcamp,5,"JS, Cloud, Security",Yes,Low,Remote,0
Cloud Engineer,Bachelors,7,"ML, Excel, DL",No,Medium,Remote,1
DevOps Engineer,PhD,10,"SQL, Networking, DL, Security",No,Medium,USA,1
Cloud Engineer,Masters,10,"Networking, JS",Yes,Low,Germany,1
Web Developer,Bootcamp,7,"HTML, Cloud, Security",No,Medium,Canada,1
Business Analyst,PhD,8,"Cloud, ML, JS, SQL",Yes,High,Germany,1
Data Scientist,Bachelors,8,"Networking, SQL, ML",No,Low,Remote,1
Database Admin,Bachelors,1,"JS, DL, SQL, Python",Yes,High,UK,1
DevOps Engineer,Bachelors,2,"SQL, HTML",No,High,India,0
Database Admin,Masters,6,"DL, Security",Yes,Low,Remote,1
Data Scientist,Masters,9,"DL, Networking, HTML",Yes,Low,USA,1
DevOps Engineer,Bachelors,9,"CSS, Cloud, R",No,Low,USA,0
ML Engineer,Bachelors,13,"R, HTML",Yes,Medium,USA,1
Web Developer,PhD,5,"R, DL",Yes,Medium,India,1
AI Engineer,Masters,5,"DL, SQL",Yes,Low,USA,1
AI Engineer,Bachelors,12,"Security, Python",No,Low,UK,0
Research Scientist,PhD,14,"DL, Python",Yes,High,Canada,1
ML Engineer,Masters,4,"Networking, R, DL",No,High,India,1
Business Analyst,Masters,4,"SQL, Excel",Yes,Medium,India,1
Business Analyst,Masters,7,"Python, JS, Security, SQL",No,Low,USA,1
Cloud Engineer,PhD,7,"JS, Cloud, DL",Yes,Low,Canada,1
Data Scientist,Bootcamp,2,"Security, R, Excel, SQL",No,High,Remote,0
Cloud Engineer,Masters,7,"Networking, CSS, Security, DL",Yes,High,Germany,1
Research Scientist,Bachelors,7,"SQL, R",No,High,Remote,0
Business Analyst,Masters,6,"HTML, JS, Python, ML",Yes,Low,Remote,1
Business Analyst,Masters,1,"Cloud, R, SQL",No,Low,India,0
ML Engineer,Bachelors,1,"HTML, SQL, Networking",No,Low,India,0
Web Developer,Bootcamp,14,"Networking, Python, DL",No,High,USA,1
DevOps Engineer,PhD,7,"ML, DL",No,High,Remote,1
Cybersecurity Analyst,Bachelors,2,"HTML, Cloud, JS",No,Low,UK,0
AI Engineer,Bachelors,2,"SQL, Cloud, DL",Yes,High,UK,1
Database Admin,PhD,10,"JS, ML, Python",Yes,High,USA,1
Web Developer,PhD,0,"R, SQL, HTML",Yes,High,Germany,1
Cloud Engineer,PhD,11,"Excel, Security, DL, HTML",No,Low,USA,1
DevOps Engineer,Bootcamp,10,"Python, Cloud",Yes,High,Remote,1
ML Engineer,Bootcamp,2,"Security, ML",No,Low,USA,0
Database Admin,PhD,2,"ML, SQL, DL, R",Yes,High,Germany,1
Cloud Engineer,PhD,12,"Python, ML, R, HTML",Yes,Medium,Canada,1
Cybersecurity Analyst,Bachelors,10,"Networking, SQL",No,Low,Germany,0
Research Scientist,PhD,13,"Security, Python",No,High,India,1
Business Analyst,Bachelors,10,"DL, Networking, R",No,Low,India,1
Cloud Engineer,Bootcamp,7,"ML, Networking, HTML",Yes,Medium,USA,1
DevOps Engineer,Bootcamp,11,"HTML, DL, CSS",Yes,High,India,1
Database Admin,Bachelors,12,"Networking, R, DL",Yes,High,Germany,1
Web Developer,Bootcamp,1,"ML, Cloud, DL",No,Medium,UK,0
DevOps Engineer,PhD,2,"HTML, SQL",No,Low,India,1
Cybersecurity Analyst,Bootcamp,3,"CSS, Excel",No,High,Germany,0
Cloud Engineer,Masters,2,"Security, ML, DL",No,Low,Germany,1
Web Developer,PhD,10,"Cloud, R, DL, Security",No,Low,Remote,1
ML Engineer,Bachelors,9,"CSS, Excel, Networking",No,Medium,Remote,0
ML Engineer,Bachelors,12,"JS, R, Cloud",Yes,Low,UK,1
Data Scientist,Bachelors,7,"Excel, CSS, R, HTML",Yes,High,UK,1
ML Engineer,PhD,10,"R, SQL, DL",Yes,Low,Germany,1
Research Scientist,PhD,0,"Python, ML, Security, SQL",No,Low,Canada,1
Web Developer,Masters,5,"Python, Cloud",No,Low,USA,0
Cloud Engineer,Bootcamp,8,"HTML, R, Excel, CSS",Yes,High,UK,1
Web Developer,Bachelors,14,"CSS, Security",No,Low,Canada,0
Cybersecurity Analyst,Bootcamp,7,"DL, CSS",Yes,High,Germany,1
Research Scientist,Masters,8,"Cloud, Security, Python",No,High,India,1
AI Engineer,Bachelors,6,"Excel, DL",No,Low,India,1
Cloud Engineer,Masters,14,"Excel, CSS, Cloud, DL",No,Medium,USA,1
Research Scientist,Bootcamp,6,"Python, Networking",Yes,Medium,Germany,1
DevOps Engineer,Bachelors,9,"HTML, Cloud",No,Low,Germany,1
Research Scientist,Masters,14,"Networking, R",Yes,Medium,Germany,1
Cloud Engineer,Bootcamp,8,"ML, Security, JS, CSS",Yes,Medium,USA,1
ML Engineer,PhD,6,"Networking, Security",Yes,Low,Remote,1
Cybersecurity Analyst,Bachelors,0,"Cloud, Networking",Yes,Medium,Remote,0
Cloud Engineer,Bachelors,7,"Cloud, JS",Yes,High,UK,1
ML Engineer,Masters,11,"CSS, JS, HTML",No,High,UK,1
Business Analyst,PhD,11,"Excel, Security",Yes,Low,Canada,1
Web Developer,Bootcamp,9,"Cloud, ML, Python, HTML",Yes,Low,India,1
ML Engineer,Masters,5,"Excel, HTML, JS, SQL",No,High,India,1
ML Engineer,Bootcamp,5,"Cloud, Networking, R, CSS",Yes,Medium,USA,0
DevOps Engineer,Masters,4,"Security, SQL, Cloud",No,Medium,Remote,0
Database Admin,Bachelors,1,"Cloud, DL, Security, Excel",Yes,Medium,Germany,1
Data Scientist,Bachelors,2,"Excel, CSS, DL",Yes,Medium,India,1
DevOps Engineer,PhD,11,"DL, ML, SQL, JS",No,Medium,Germany,1
Database Admin,Bootcamp,4,"DL, CSS, SQL",No,Low,Germany,0
AI Engineer,Masters,4,"Networking, DL, Excel",Yes,Low,Germany,1
DevOps Engineer,Masters,4,"Cloud, ML, JS",Yes,High,Remote,1
AI Engineer,Bootcamp,7,"Python, Excel, JS, CSS",No,High,India,1
Cybersecurity Analyst,Bootcamp,1,"CSS, Networking",Yes,High,Remote,0
ML Engineer,Masters,5,"R, Cloud",No,High,UK,0
Cybersecurity Analyst,Bachelors,0,"Networking, Security",Yes,Medium,Remote,0
Data Scientist,Bachelors,2,"HTML, JS, Python",Yes,Medium,Remote,1
Database Admin,Masters,8,"R, Security, DL, HTML",No,High,Remote,1
Data Scientist,Bachelors,4,"CSS, Excel, Networking",No,High,Canada,0
DevOps Engineer,Masters,11,"ML, CSS, Excel, DL",Yes,Low,Canada,1
Research Scientist,Bootcamp,3,"SQL, Networking",No,Medium,UK,0
Web Developer,Masters,3,"CSS, Security",No,High,Remote,0
Cybersecurity Analyst,Bachelors,0,"CSS, Cloud, HTML",No,Low,USA,0
Data Scientist,Bootcamp,2,"Cloud, Python, Security, ML",No,Low,India,0
Data Scientist,Bootcamp,14,"SQL, HTML",No,High,India,1
ML Engineer,Bachelors,6,"R, CSS",Yes,Low,UK,1
Data Scientist,Masters,5,"DL, CSS, ML, JS",No,Low,UK,1
Business Analyst,Bootcamp,12,"Python, CSS, DL, R",Yes,Medium,India,1
Database Admin,Bootcamp,14,"Excel, Networking, SQL",No,Medium,USA,0
Research Scientist,Bachelors,3,"ML, DL, HTML, R",No,Low,UK,0
Web Developer,Bootcamp,13,"ML, Networking, DL, R",No,Medium,Germany,1
Cybersecurity Analyst,Bachelors,10,"SQL, Excel, DL, Python",Yes,Low,India,1
Web Developer,Masters,6,"Python, Excel, R, ML",No,Low,India,1
Web Developer,Bootcamp,10,"SQL, CSS, Python",Yes,Medium,India,1
ML Engineer,Bootcamp,1,"R, ML",No,High,Remote,0
Cybersecurity Analyst,Masters,11,"CSS, ML, DL, Cloud",No,Medium,UK,1
Web Developer,Masters,1,"JS, Networking, R, HTML",No,Low,Germany,1
DevOps Engineer,Masters,14,"Python, Security, CSS",No,Medium,Remote,1
Data Scientist,Masters,14,"CSS, Python, Networking",No,Low,Germany,1
Data Scientist,Bachelors,5,"Python, Security",No,High,USA,0
Data Scientist,Bachelors,8,"Networking, Python",Yes,Medium,Remote,1
Cybersecurity Analyst,Bootcamp,3,"Excel, CSS",Yes,High,USA,0
Database Admin,PhD,14,"ML, Python, SQL, JS",No,Low,Germany,1
AI Engineer,Bootcamp,12,"Security, SQL, DL",No,Medium,UK,1
ML Engineer,PhD,1,"Security, Networking, Python",No,High,Remote,1
DevOps Engineer,Bachelors,13,"Networking, R, Excel, JS",No,Medium,USA,0
Database Admin,PhD,5,"Cloud, HTML, Python",No,Medium,UK,1
Cybersecurity Analyst,Bootcamp,7,"Security, DL",Yes,High,USA,1
Web Developer,Bachelors,7,"Cloud, R, Networking",Yes,High,USA,1
Cloud Engineer,PhD,10,"DL, Cloud, R",Yes,High,Canada,1
Research Scientist,Masters,11,"Python, ML, Security",Yes,High,Germany,1
AI Engineer,Bachelors,3,"SQL, CSS, R, Cloud",No,Medium,USA,0
Cloud Engineer,Bachelors,0,"R, ML, Excel, JS",Yes,Low,Germany,1
Business Analyst,Bootcamp,7,"R, Networking",No,Medium,Remote,0
Cloud Engineer,Masters,1,"R, CSS",Yes,High,Germany,1
Web Developer,Bachelors,3,"SQL, HTML",Yes,High,Remote,1
Cloud Engineer,Bachelors,4,"CSS, R, HTML",Yes,Low,Remote,1
Database Admin,Masters,11,"ML, SQL",No,High,Germany,1
Business Analyst,Bachelors,4,"Security, Python, Excel",No,Low,UK,0
ML Engineer,Bachelors,2,"ML, CSS, JS, Excel",No,Low,Remote,0
Database Admin,Bootcamp,6,"Python, R, HTML",Yes,Low,India,1
Cloud Engineer,Masters,5,"Security, JS, DL, ML",Yes,Low,Canada,1
Data Scientist,Bootcamp,4,"ML, CSS, Excel, SQL",No,Low,Remote,0
Database Admin,Bootcamp,9,"JS, R",Yes,Medium,India,1
Research Scientist,Bachelors,8,"CSS, Cloud, Python",No,Low,Germany,0
Research Scientist,Masters,12,"DL, Excel, Cloud, SQL",Yes,High,UK,1
Business Analyst,Bootcamp,5,"HTML, CSS, Cloud",Yes,High,UK,1
Business Analyst,Bootcamp,3,"Cloud, ML, HTML",Yes,Medium,Germany,1
Web Developer,Bootcamp,9,"JS, Security",No,Medium,UK,0
Business Analyst,Bachelors,9,"Python, ML, Networking",No,Low,Canada,1
DevOps Engineer,Masters,8,"Security, HTML, ML",No,Medium,Germany,1
ML Engineer,PhD,0,"R, ML",No,Low,USA,1
Business Analyst,PhD,1,"R, Python, Cloud, SQL",No,High,India,1
Business Analyst,Bachelors,1,"CSS, Networking, Security, R",No,Low,UK,0
Cybersecurity Analyst,Bootcamp,12,"Excel, CSS, Python, Cloud",No,High,Canada,1
DevOps Engineer,Bootcamp,13,"CSS, Excel, R",Yes,Low,Germany,1
Business Analyst,Masters,14,"Security, ML, R",No,High,Canada,1
Cloud Engineer,Bootcamp,6,"DL, ML",Yes,Medium,Canada,1
AI Engineer,Bachelors,14,"Security, Python, HTML, SQL",Yes,Medium,Canada,1
Business Analyst,Bachelors,2,"SQL, ML, Excel, DL",No,Medium,India,0
Cybersecurity Analyst,PhD,8,"Python, JS",No,High,UK,1
Business Analyst,Bachelors,4,"Cloud, Networking, R, ML",No,Low,UK,0
ML Engineer,PhD,11,"SQL, HTML",Yes,Medium,USA,1
Cloud Engineer,PhD,7,"SQL, R, Python",Yes,High,India,1
Data Scientist,PhD,8,"CSS, Security, HTML, Python",Yes,Medium,USA,1
Cybersecurity Analyst,Bootcamp,3,"Cloud, JS, SQL",Yes,Low,Canada,0
DevOps Engineer,Bootcamp,6,"ML, HTML, Cloud",Yes,Medium,USA,1
Database Admin,Bachelors,7,"ML, Excel, Cloud, Security",Yes,Low,India,1
Database Admin,PhD,6,"Excel, JS, Cloud",No,High,Canada,1
Cybersecurity Analyst,Bootcamp,0,"Excel, CSS, Networking",Yes,High,Remote,0
AI Engineer,PhD,5,"Cloud, DL, SQL",No,Low,Canada,1
DevOps Engineer,PhD,11,"HTML, R, Networking",Yes,Low,Remote,1
Cloud Engineer,Bootcamp,7,"Excel, Python, JS",No,Low,Germany,0
Cloud Engineer,Bootcamp,14,"Cloud, HTML, Excel, Networking",Yes,High,Germany,1
Cybersecurity Analyst,Bachelors,4,"JS, HTML",Yes,High,Germany,1
Web Developer,PhD,1,"JS, Networking",No,Low,Germany,0
Research Scientist,Masters,8,"Excel, Security, ML",No,Medium,Remote,1
AI Engineer,PhD,10,"DL, Cloud, R, JS",No,High,USA,1
Web Developer,Bachelors,8,"Networking, Cloud, ML, Security",No,Low,Germany,1
Cybersecurity Analyst,Masters,10,"HTML, Excel",No,Medium,USA,1
Database Admin,PhD,1,"SQL, DL",Yes,Low,USA,1
Database Admin,Masters,0,"Security, CSS",Yes,Medium,Canada,1
ML Engineer,Bootcamp,9,"ML, Cloud, R",No,Low,Canada,1
Cloud Engineer,Bootcamp,1,"Cloud, SQL, Security",No,Low,Germany,0
Data Scientist,PhD,8,"CSS, SQL, Excel, ML",Yes,High,Germany,1
Research Scientist,Masters,8,"ML, Excel, SQL",No,Medium,USA,1
Cloud Engineer,Bachelors,10,"DL, R",Yes,Low,Remote,1
Data Scientist,Bootcamp,10,"Python, R, Cloud",No,Low,UK,0
Web Developer,PhD,6,"Excel, Security, R, Networking",Yes,Medium,Germany,1
Web Developer,PhD,9,"ML, SQL, Cloud, R",Yes,Medium,USA,1
Web Developer,Bootcamp,8,"Python, HTML, Excel, Security",No,Low,Germany,1
Research Scientist,Bootcamp,11,"Security, HTML",No,Medium,USA,1
Cybersecurity Analyst,Bachelors,14,"JS, HTML, Networking, DL",Yes,Medium,USA,1
Cybersecurity Analyst,Bootcamp,9,"JS, R, DL",No,High,Germany,1
Business Analyst,PhD,12,"Excel, DL, Cloud",Yes,Low,Canada,1
Research Scientist,Masters,13,"Cloud, JS, DL",Yes,Low,UK,1
Data Scientist,PhD,9,"JS, HTML, R",Yes,Low,Remote,1
Cybersecurity Analyst,PhD,0,"CSS, Python",Yes,High,Canada,1
Research Scientist,Masters,13,"CSS, ML, R",No,High,UK,1
DevOps Engineer,Bachelors,12,"Python, Security, Excel, HTML",Yes,High,Remote,1
Database Admin,PhD,8,"CSS, Excel, JS, DL",Yes,Medium,Germany,1
Cloud Engineer,Bachelors,9,"Python, JS, Cloud",Yes,Low,Germany,1
Database Admin,Masters,8,"ML, Python, Security",Yes,High,Remote,1
AI Engineer,Bachelors,6,"CSS, ML, Networking, Cloud",Yes,High,Germany,1
ML Engineer,PhD,8,"ML, Cloud, HTML, Python",Yes,Medium,India,1
Research Scientist,Masters,7,"JS, Python",No,High,UK,1
Research Scientist,PhD,0,"Excel, Security, HTML, DL",Yes,Medium,Remote,1
Research Scientist,PhD,10,"SQL, DL, Python, HTML",Yes,High,UK,1
Research Scientist,Bachelors,11,"SQL, Security, R, Cloud",No,High,Canada,0
Web Developer,Bootcamp,14,"Security, Python, Networking, ML",No,High,USA,1
ML Engineer,Bachelors,7,"CSS, Python, Security, Networking",No,High,UK,1
Business Analyst,Bachelors,5,"JS, R",Yes,Low,India,0
Research Scientist,Bootcamp,8,"CSS, DL, JS, Excel",Yes,Medium,Canada,1
Research Scientist,Masters,12,"Excel, SQL, HTML, Security",Yes,High,Canada,1
ML Engineer,Bachelors,7,"Python, CSS, R",Yes,Medium,UK,1
Cloud Engineer,Bootcamp,0,"Python, HTML",No,Medium,UK,0
AI Engineer,PhD,5,"Networking, CSS, JS",No,Medium,Canada,0
ML Engineer,Bachelors,13,"Cloud, JS",Yes,Low,Germany,1
ML Engineer,Masters,12,"ML, HTML, Cloud",Yes,High,Remote,1
Cybersecurity Analyst,Bachelors,7,"Cloud, HTML, ML",Yes,Low,Remote,1
Cloud Engineer,Bachelors,11,"Cloud, R, CSS",Yes,Medium,USA,1
Cloud Engineer,Masters,1,"Excel, ML, R",No,Medium,UK,1
AI Engineer,Bachelors,10,"DL, Excel, HTML",Yes,Medium,India,1
Cybersecurity Analyst,Bachelors,6,"ML, Python",Yes,Low,India,1
DevOps Engineer,Bachelors,4,"DL, Python, Excel, JS",Yes,Low,USA,1
Cybersecurity Analyst,Bachelors,11,"JS, Python, Cloud",Yes,Medium,UK,1
Research Scientist,Bachelors,8,"Excel, SQL, R",Yes,High,Canada,1
AI Engineer,Bootcamp,3,"ML, SQL, Python",No,Low,USA,0
AI Engineer,PhD,2,"ML, Networking",No,Low,UK,1
Web Developer,Bachelors,0,"DL, R, CSS, Security",Yes,Low,India,1
AI Engineer,PhD,13,"Security, DL, Excel",Yes,Low,Remote,1
Research Scientist,PhD,4,"JS, CSS, Excel, Cloud",No,High,UK,0
Cybersecurity Analyst,Masters,6,"Security, ML, R",No,Low,UK,1
ML Engineer,Bachelors,1,"ML, DL, CSS, Excel",No,Low,Canada,0
Cloud Engineer,Bootcamp,0,"Networking, R, DL",Yes,Medium,USA,1
Research Scientist,Bachelors,14,"ML, Excel, R, Networking",Yes,High,USA,1
Cloud Engineer,Bootcamp,10,"R, Excel",Yes,High,USA,1
Cybersecurity Analyst,PhD,5,"Excel, HTML, SQL",Yes,Low,USA,1
Research Scientist,PhD,1,"R, Security",No,Low,USA,0
Data Scientist,Masters,9,"JS, DL, R",No,Low,USA,1
DevOps Engineer,Masters,13,"R, CSS, Excel",No,Medium,India,1
ML Engineer,Bootcamp,8,"SQL, Python, Cloud, ML",Yes,Medium,Remote,1
Research Scientist,Masters,14,"DL, Excel, Cloud",Yes,Medium,USA,1
Cloud Engineer,PhD,13,"HTML, SQL, Security",No,High,Remote,1
DevOps Engineer,PhD,0,"HTML, Excel, Security",Yes,Medium,India,1
Research Scientist,Masters,12,"JS, Networking, Excel",Yes,Low,Canada,1
Web Developer,Masters,9,"Cloud, Python, HTML, Excel",No,Low,India,1
Web Developer,PhD,7,"HTML, DL, Excel",Yes,Medium,Canada,1
Cloud Engineer,Bachelors,12,"DL, ML, R, Security",Yes,Medium,Canada,1
Data Scientist,Bachelors,7,"R, CSS",Yes,Low,Canada,1
Web Developer,Bachelors,14,"Security, Excel",Yes,Medium,India,1
ML Engineer,Bootcamp,3,"Python, Excel, R, Security",No,High,India,0
Research Scientist,PhD,8,"DL, JS",Yes,Medium,Canada,1
DevOps Engineer,Bootcamp,1,"Python, DL, Cloud, R",Yes,High,India,1
Cloud Engineer,Bachelors,10,"DL, Excel, HTML",No,High,Germany,1
Business Analyst,PhD,8,"SQL, Cloud",Yes,High,India,1
Data Scientist,Masters,2,"CSS, Cloud",No,Medium,USA,0
DevOps Engineer,Bootcamp,7,"Cloud, DL, Security, Networking",Yes,Medium,India,1
AI Engineer,Masters,3,"R, Python, ML, HTML",Yes,High,USA,1
ML Engineer,Bootcamp,0,"Networking, Security",No,Medium,Canada,0
Business Analyst,Bachelors,12,"JS, Security, ML",Yes,Low,India,1
AI Engineer,Bootcamp,10,"Security, Cloud",No,Medium,Canada,0
Data Scientist,Bootcamp,9,"HTML, Python",Yes,Medium,Germany,1
Research Scientist,Masters,7,"Python, DL, R, Networking",Yes,Medium,UK,1
Cloud Engineer,PhD,5,"ML, R, CSS, Excel",No,Medium,Germany,1
Cybersecurity Analyst,Masters,8,"JS, Security",No,Low,India,1
AI Engineer,PhD,8,"HTML, CSS, Security",Yes,Low,Canada,1
ML Engineer,Masters,9,"Cloud, Security, HTML",Yes,High,Remote,1
Cybersecurity Analyst,Bachelors,9,"Excel, JS",No,Medium,UK,0
ML Engineer,Masters,0,"SQL, JS",No,High,Remote,0
Data Scientist,Masters,13,"CSS, Cloud, Networking",Yes,Medium,India,1
Research Scientist,Masters,4,"HTML, R",No,High,Remote,1
ML Engineer,Bootcamp,13,"Excel, R, CSS, Python",Yes,Medium,Remote,1
Business Analyst,Bachelors,4,"Excel, CSS",No,High,Germany,0
Business Analyst,PhD,0,"Cloud, Excel, JS",No,Medium,Canada,0
Cybersecurity Analyst,Bachelors,7,"Networking, ML",No,High,USA,1
Cybersecurity Analyst,Masters,4,"ML, Cloud",Yes,Medium,Remote,1
DevOps Engineer,Bachelors,7,"JS, SQL",No,High,Remote,0
Cloud Engineer,PhD,0,"HTML, CSS, DL, Python",No,Low,India,1
Database Admin,Bootcamp,11,"Excel, DL, Networking, ML",No,Low,India,1
Cloud Engineer,PhD,0,"Python, Excel",No,Medium,UK,0
DevOps Engineer,PhD,4,"DL, ML",No,Low,USA,1
Cybersecurity Analyst,Bachelors,5,"Security, R, DL",No,Medium,Canada,0
Cloud Engineer,PhD,1,"DL, Cloud, Excel, Networking",No,High,Remote,1
DevOps Engineer,Masters,8,"R, HTML, DL",Yes,High,India,1
Research Scientist,Masters,4,"SQL, Python",Yes,Low,UK,1
Business Analyst,Bachelors,14,"Excel, R, Networking, HTML",No,Low,Germany,1
Research Scientist,PhD,13,"Security, JS, DL",Yes,High,Canada,1
AI Engineer,Bachelors,14,"ML, Networking, SQL, HTML",No,Low,Canada,1
Web Developer,Masters,12,"Networking, JS",Yes,High,Germany,1
Database Admin,Bachelors,11,"R, Cloud, Excel",Yes,Low,USA,1
Cybersecurity Analyst,Masters,13,"Python, DL, JS, SQL",Yes,High,Canada,1
Data Scientist,Bootcamp,1,"Cloud, Excel",Yes,Low,USA,0
AI Engineer,Bachelors,2,"Excel, R",No,Medium,Remote,0
ML Engineer,Bootcamp,10,"R, Cloud, JS, Python",No,Medium,UK,0
Database Admin,PhD,8,"JS, Cloud, HTML",No,Low,USA,1
ML Engineer,Masters,9,"Cloud, Networking, JS",No,High,UK,1
ML Engineer,PhD,13,"HTML, Cloud",No,Low,India,1
Cybersecurity Analyst,PhD,3,"JS, R, HTML, DL",Yes,Low,USA,1
ML Engineer,PhD,4,"ML, SQL, DL",Yes,High,UK,1
AI Engineer,PhD,5,"DL, JS",Yes,Low,UK,1
Database Admin,PhD,14,"Cloud, Security",No,Low,Germany,1
Data Scientist,PhD,12,"CSS, SQL",Yes,Medium,USA,1
DevOps Engineer,Bootcamp,7,"Networking, SQL, R, Cloud",Yes,Medium,India,1
Database Admin,Bootcamp,0,"R, SQL",No,Low,India,0
Database Admin,Bachelors,9,"ML, HTML",No,Medium,USA,1
Research Scientist,Bootcamp,9,"R, Python, SQL",No,Low,Remote,0
Cloud Engineer,Bootcamp,5,"JS, R, ML, Networking",No,Low,USA,0
DevOps Engineer,Masters,11,"CSS, Excel, Security",Yes,Low,Remote,1
Business Analyst,Bachelors,4,"SQL, ML",No,Low,India,0
Cybersecurity Analyst,Masters,5,"HTML, Python, Cloud",No,Low,Canada,1
DevOps Engineer,Bachelors,4,"Excel, CSS, HTML",No,Low,Germany,0
Research Scientist,PhD,10,"Networking, DL, Python",No,Low,Germany,1
Research Scientist,PhD,14,"Networking, JS, ML, SQL",No,Medium,Remote,1
Research Scientist,PhD,6,"Networking, ML, CSS",Yes,Medium,UK,1
Web Developer,Masters,14,"HTML, Cloud, DL, Networking",No,High,Canada,1
Cloud Engineer,Masters,11,"Networking, DL, CSS",No,Medium,UK,1
Cloud Engineer,PhD,2,"Excel, DL, ML",No,Low,India,1
Web Developer,PhD,3,"Networking, HTML",No,High,UK,1
Database Admin,Bachelors,10,"SQL, HTML, CSS",No,Medium,USA,1
Cybersecurity Analyst,Masters,8,"DL, CSS, Cloud, ML",Yes,High,Germany,1
Business Analyst,Bootcamp,2,"DL, Security, Networking",Yes,Low,Remote,1
ML Engineer,Bachelors,4,"Security, HTML, R",No,Low,India,0
DevOps Engineer,PhD,6,"HTML, SQL, DL, CSS",No,High,India,1
ML Engineer,Masters,2,"SQL, R, DL, CSS",Yes,Low,India,1
Database Admin,Masters,12,"CSS, ML",Yes,Low,India,1
Business Analyst,Bachelors,7,"R, HTML, Security",Yes,High,Canada,1
