Year,Country,CO2_Emissions,Temperature_Anomaly,Sea_Level_Rise_mm,Deforestation_Rate,Renewable_Energy_%,Population_Millions,Urbanization_%,Greenhouse_Gases_ppm,Climate_Risk_Level
1986,UK,2693.66,0.846,4.68,2.5,52.9,358.95,67.37,373.83,Medium
2020,Germany,3973.63,1.421,3.97,1.69,14.18,143.47,35.76,429.19,Medium
2019,Pakistan,6237.9,0.816,0.72,4.59,19.3,446.7,53.3,439.36,High
1982,India,3903.88,0.879,1.86,1.7,12.53,807.25,53.29,411.24,Low
1996,Russia,4945.53,0.733,3.45,2.64,24.89,331.47,71.78,426.12,Low
1981,Canada,4265.13,0.597,2.11,4.0,49.74,337.85,42.97,390.98,High
1994,UK,4175.66,1.286,3.81,3.74,39.68,101.6,64.76,452.92,High
2008,USA,6970.16,0.783,5.48,4.48,24.94,1090.41,78.23,405.93,High
2001,Brazil,4776.47,1.053,3.83,1.84,53.54,602.34,46.07,425.08,Medium
1983,Australia,3118.11,0.834,3.51,1.02,27.35,1135.85,78.48,426.59,Low
1985,China,2709.05,1.347,4.78,2.17,20.07,886.84,88.84,380.62,Medium
2017,USA,3413.13,1.284,4.91,3.41,51.55,1165.19,50.04,390.32,Medium
2005,China,3240.87,0.557,4.11,1.31,50.2,387.48,80.03,398.72,Medium
1990,Germany,6291.91,1.081,2.81,3.39,37.48,685.48,63.78,462.06,High
2005,Pakistan,4687.88,1.009,3.15,0.85,24.05,994.75,72.2,409.67,Low
1996,UK,5098.53,1.281,2.56,4.97,31.87,393.02,85.75,438.81,High
2003,Pakistan,4623.85,1.073,2.91,2.74,25.03,304.18,44.77,386.39,Low
2007,China,4697.36,1.315,4.07,0.39,14.57,1254.79,82.77,398.25,Medium
2014,Russia,6412.92,1.233,3.93,0.59,11.71,558.23,64.11,422.03,High
2010,Germany,6524.05,1.145,3.4,2.95,19.99,615.0,63.16,407.24,High
1992,Brazil,7683.32,1.274,3.74,2.78,43.59,497.1,30.27,419.73,High
2014,Pakistan,3682.7,0.869,4.07,2.07,20.47,1036.66,26.79,439.61,Medium
1995,Canada,4413.73,0.905,3.26,3.03,53.56,275.66,84.93,384.11,Low
1994,India,5292.46,1.441,3.55,0.49,42.97,473.98,48.83,404.44,Medium
2022,UK,7359.88,1.323,4.03,0.61,16.83,1334.95,81.11,423.22,High
1997,India,3958.13,1.235,2.56,1.46,49.96,1346.14,43.88,398.65,Medium
2016,Pakistan,6418.44,1.144,3.97,4.12,39.56,735.45,75.0,387.01,High
2020,India,4085.4,0.479,0.96,1.2,51.1,179.68,49.99,379.47,Low
2006,Russia,6460.47,1.137,3.52,3.69,27.28,100.53,56.21,394.64,High
2014,UK,5139.66,0.938,2.72,2.89,49.9,1191.03,86.05,391.57,Low
2024,Germany,3435.92,1.333,0.58,1.71,40.43,759.01,28.48,405.76,Medium
2014,Brazil,4822.95,0.902,3.79,0.63,54.98,419.8,45.25,403.4,Low
2007,Brazil,5920.96,0.151,2.95,3.64,53.38,1309.67,86.56,400.74,High
2018,Germany,679.44,1.16,1.78,2.17,46.89,276.7,74.45,363.84,Low
2017,Canada,6364.95,0.916,4.0,3.04,12.75,161.5,58.11,445.98,High
1988,Australia,2801.68,0.941,2.31,2.23,23.28,750.22,50.79,430.71,Low
1991,China,4672.42,1.003,3.12,3.45,33.05,124.16,32.12,389.73,Low
1994,UK,4836.42,1.396,4.7,0.28,22.33,1206.32,63.88,434.35,Medium
2000,USA,908.18,1.663,3.73,0.24,40.57,1062.7,85.22,384.98,Medium
2014,Canada,4078.13,1.014,2.19,1.31,11.53,375.13,46.79,413.3,Low
2021,Russia,5626.73,0.729,3.8,4.0,45.19,121.98,72.73,430.82,High
2012,Australia,7794.39,0.283,4.69,2.13,10.06,314.82,50.62,414.41,High
1998,Australia,6233.82,1.558,3.52,4.88,58.27,419.21,82.82,460.38,High
2002,Canada,6358.07,1.662,3.76,3.9,32.72,484.19,22.6,459.36,High
1992,Australia,1762.37,0.597,3.97,3.06,36.31,201.31,28.18,434.35,Medium
2023,Pakistan,4548.01,1.075,3.43,1.29,11.11,76.18,38.37,432.18,Low
1980,Brazil,7729.42,1.026,3.26,1.32,52.44,109.63,87.47,373.39,High
2008,USA,6497.47,0.493,3.73,1.7,50.24,390.34,50.76,373.98,High
2003,UK,4231.44,1.098,3.7,4.24,20.1,1230.58,84.15,442.2,High
1995,Russia,5171.46,1.188,3.81,3.99,13.89,614.07,69.34,421.18,High
2004,Brazil,6469.66,0.913,4.06,3.68,25.76,329.56,33.57,426.01,High
2002,Pakistan,6431.51,1.049,0.03,2.63,12.96,660.46,75.21,448.18,High
2007,Brazil,4810.39,1.149,3.56,1.85,13.76,140.58,21.14,398.36,Low
1995,Australia,4632.84,0.989,3.2,3.68,14.27,482.53,80.95,410.11,High
2022,UK,5662.69,0.91,5.07,1.66,30.37,1357.01,59.09,402.51,Medium
2017,India,6462.48,0.905,3.08,3.88,55.05,182.02,63.51,421.34,High
1990,Russia,4411.44,1.182,3.63,0.76,13.16,155.88,75.54,407.29,Low
1982,USA,2225.01,1.156,2.52,3.13,47.87,417.55,71.08,414.71,Low
1994,UK,4879.88,1.294,4.13,0.49,10.25,495.57,68.68,385.51,Medium
1980,UK,3105.37,1.084,2.36,2.78,44.59,955.83,71.26,437.93,Low
1986,Germany,7900.09,1.241,3.23,0.49,34.46,89.97,26.92,379.62,High
1980,Australia,3570.11,1.44,7.01,4.48,19.65,707.04,27.92,428.8,High
2011,Russia,4823.27,0.591,2.79,2.02,53.67,961.59,78.96,413.33,Low
1988,Russia,3934.59,1.108,2.71,3.17,40.27,497.35,77.81,392.03,Low
2008,China,4222.99,1.097,2.22,1.71,55.06,330.57,27.08,444.51,Low
2005,Australia,6251.18,0.755,2.92,2.72,45.8,1110.27,62.73,417.47,High
2002,Canada,6579.44,1.223,1.75,3.6,19.51,814.56,67.79,450.98,High
2024,China,5983.76,0.947,2.24,1.71,23.35,320.84,52.09,368.86,Low
2022,Canada,6451.99,0.942,3.71,1.06,44.23,167.29,83.83,410.74,High
2008,Russia,4210.66,0.48,4.38,3.47,36.59,918.7,41.42,387.94,Medium
2017,Germany,3355.97,1.002,0.86,0.64,42.31,824.84,51.01,390.78,Low
2012,Pakistan,3876.25,1.036,3.86,4.12,43.79,464.95,41.73,382.52,High
1986,Russia,5646.58,1.311,4.65,2.78,29.71,856.79,82.96,394.79,Medium
1991,Brazil,6825.43,1.319,2.25,0.72,57.54,245.83,43.77,401.4,High
2010,Germany,3148.1,0.957,5.23,2.33,43.31,974.07,88.52,424.85,Medium
2011,Russia,4466.98,1.185,4.75,1.78,43.52,1219.6,33.45,409.46,Medium
1999,Pakistan,4590.47,1.298,2.5,0.79,14.32,1125.52,20.83,375.34,Medium
1996,China,3840.43,0.844,3.4,0.19,29.87,425.25,28.22,426.3,Low
2015,Pakistan,5895.3,0.773,4.4,2.24,57.44,253.72,80.64,431.14,Medium
1982,India,6497.88,0.785,4.29,3.26,25.06,577.91,46.13,418.97,High
1980,USA,8679.42,1.06,3.05,4.44,21.44,360.15,84.0,399.77,High
2006,USA,7962.39,0.848,2.5,1.66,22.97,391.68,55.58,390.17,High
2019,Pakistan,6185.08,0.839,4.53,1.52,13.16,170.71,76.41,434.42,High
2012,UK,4310.4,0.646,3.33,2.65,30.59,1284.04,38.44,425.42,Low
1999,USA,6060.45,1.393,2.2,2.84,46.2,1121.81,84.1,415.55,High
1993,Australia,2067.61,1.033,-0.68,0.71,35.27,1105.51,46.6,423.38,Low
2015,UK,5991.92,0.733,2.62,0.38,49.81,981.61,51.37,378.5,Low
1984,Russia,5548.49,1.405,3.48,0.89,14.65,629.13,46.41,423.66,Medium
2002,UK,5115.39,1.223,4.62,3.07,41.64,161.06,88.56,443.8,Medium
2024,Brazil,3827.63,0.473,1.81,1.95,39.75,95.83,27.03,451.48,Low
1994,USA,6190.83,0.994,2.91,0.47,38.42,73.16,51.16,392.79,High
1985,UK,3515.52,1.288,3.3,3.91,31.66,1162.14,57.5,444.6,High
2012,Canada,6582.84,0.604,5.24,3.17,57.64,590.56,72.96,429.19,High
1998,Australia,5901.41,0.649,1.44,4.18,11.38,564.78,33.16,475.66,High
1992,UK,5644.18,0.924,3.35,1.53,56.1,167.04,31.89,424.21,Low
2008,Pakistan,3524.02,1.229,2.83,2.84,56.04,483.09,81.22,435.41,Medium
1985,Germany,4021.6,1.356,2.38,3.53,59.86,1279.7,29.37,441.14,High
1994,USA,2769.44,0.962,3.84,4.6,51.91,1177.04,45.05,392.16,High
1995,Germany,6260.33,0.729,4.61,0.26,56.06,89.14,88.23,421.84,High
2003,China,5054.45,0.973,1.83,4.59,15.93,1399.71,32.07,464.69,High
2002,China,4193.8,0.652,2.23,0.94,52.47,1316.31,55.47,400.8,Low
1989,Germany,4795.49,1.099,1.44,2.03,20.56,1123.78,85.86,356.22,Low
2020,China,6574.67,0.786,3.15,0.63,35.41,1279.98,22.67,358.52,High
2020,Germany,3290.87,0.535,3.4,4.41,41.45,429.0,21.1,426.89,High
1996,Australia,4342.35,1.162,4.08,1.38,30.09,651.72,40.62,430.67,Medium
2023,Russia,2630.42,0.754,3.27,3.03,30.75,917.46,62.36,390.43,Low
2024,Russia,3421.73,0.601,3.34,2.36,17.07,670.09,36.39,418.35,Low
2009,Germany,4623.73,1.098,4.99,4.38,34.99,38.3,67.74,413.32,High
2023,Russia,6626.37,0.589,4.18,0.2,45.6,664.6,52.07,445.74,High
1989,Canada,5962.7,0.629,1.04,2.07,12.94,1059.66,48.43,401.79,Low
1998,Germany,6484.32,0.682,4.13,1.28,25.83,589.58,40.35,434.45,High
2008,UK,5994.9,1.355,2.71,1.29,56.62,1370.49,79.23,382.33,Medium
1981,Russia,3558.84,0.904,2.99,2.66,34.38,973.72,58.97,381.27,Low
2015,China,7542.12,1.138,3.19,1.2,49.84,3.8,36.54,453.57,High
1998,India,6112.96,1.284,2.41,2.61,12.96,968.98,84.07,413.1,High
1986,China,7695.09,0.918,4.01,0.68,45.98,1244.64,61.74,355.62,High
2005,UK,7510.76,1.013,1.45,4.62,56.34,860.4,83.84,408.83,High
1994,India,4862.93,1.174,4.36,4.11,45.5,890.23,36.22,405.01,High
2017,USA,4266.46,1.025,4.73,0.44,15.91,39.18,33.51,421.91,Medium
1982,Brazil,1647.99,0.939,3.68,4.06,47.69,684.19,31.42,389.24,High
2017,Australia,5249.36,1.058,3.91,3.85,29.82,574.87,68.92,402.1,High
1995,Brazil,4941.05,0.887,1.5,0.35,37.19,908.34,78.8,399.06,Low
1981,UK,4041.38,0.799,1.94,2.47,48.23,32.29,25.19,462.45,Low
2010,India,4251.6,0.884,3.39,0.77,13.47,990.39,62.43,459.61,Low
2007,Pakistan,5778.72,0.849,2.54,0.28,49.04,1272.13,53.76,425.69,Low
1986,UK,2173.86,1.239,2.01,3.36,29.6,926.11,27.8,377.72,Medium
2009,Pakistan,6921.17,0.497,4.57,2.3,53.3,27.98,67.82,391.46,High
2022,USA,6312.26,1.208,2.86,2.87,10.65,802.22,45.23,417.33,High
1986,UK,4465.08,1.688,4.41,0.72,33.44,1381.24,75.75,388.57,Medium
2015,Germany,4885.99,1.047,1.78,2.11,52.51,546.08,53.76,425.44,Low
2008,Pakistan,5476.31,0.979,2.11,0.64,46.65,768.02,85.72,440.18,Low
2003,Germany,6222.39,0.766,4.09,2.52,57.34,987.83,82.81,364.1,High
2018,USA,8043.17,0.519,3.27,2.03,57.16,684.37,66.12,417.7,High
1983,Canada,4210.79,0.893,4.45,4.92,53.04,864.91,20.38,396.36,High
2008,Pakistan,7045.92,0.983,3.53,0.1,25.89,568.05,61.23,385.77,High
2023,Pakistan,4667.63,0.44,5.13,1.48,20.65,418.53,75.78,398.57,Medium
1984,Brazil,4403.06,0.753,4.56,3.06,20.02,1311.0,49.15,417.35,Medium
2008,UK,4613.02,0.696,3.86,3.11,27.7,98.84,52.92,429.68,Medium
2009,UK,6624.4,1.297,2.16,2.78,10.43,1000.77,69.21,430.42,High
2008,Australia,4141.87,1.128,2.2,4.29,48.93,1321.52,69.78,400.33,High
2005,Pakistan,5160.08,0.924,1.41,3.73,34.71,743.01,72.53,412.26,High
1998,Russia,4230.43,1.077,4.08,4.66,56.89,309.47,87.03,427.68,High
2005,Pakistan,4357.28,0.936,3.02,3.39,28.76,351.06,52.38,401.62,Low
2016,Germany,7026.07,1.453,1.3,1.31,41.97,90.87,79.31,400.32,High
2006,UK,4984.02,1.068,3.06,2.84,45.1,114.73,43.46,393.98,Low
2009,Brazil,4000.88,0.95,3.21,3.81,21.23,843.39,40.42,447.27,High
2009,Brazil,4348.94,0.746,3.08,4.15,10.7,194.42,30.54,379.61,High
1982,Russia,5419.02,1.266,3.17,0.45,10.43,1353.89,82.13,407.83,Medium
2022,Brazil,4921.64,0.137,5.04,2.23,31.07,1246.41,78.07,409.07,Medium
1986,Canada,5003.67,0.591,3.17,1.16,41.28,667.99,69.59,423.84,Low
1988,UK,4551.71,1.472,1.66,4.14,13.53,549.45,73.55,374.99,High
2020,China,6566.07,0.373,3.01,0.35,38.56,1280.37,66.05,396.4,High
2021,Australia,5864.77,0.746,3.88,1.82,29.79,1151.36,62.08,422.15,Medium
1992,India,4663.05,1.167,2.44,0.6,24.52,816.95,82.04,383.24,Low
1994,Russia,5194.92,1.081,3.74,3.3,37.03,884.89,61.25,396.02,Low
1984,Pakistan,3777.92,0.897,3.33,0.05,11.93,917.57,85.87,404.22,Low
2008,USA,4889.38,0.813,4.49,4.19,37.88,262.95,46.02,388.19,High
2014,Pakistan,3964.56,0.681,4.12,2.57,21.86,938.41,29.36,415.14,Medium
2006,Brazil,5293.41,1.084,2.8,2.06,22.98,716.39,34.03,373.87,Low
2006,Brazil,4844.79,0.813,2.88,1.85,54.22,464.18,31.9,425.26,Low
1987,Russia,4638.67,0.275,2.27,1.61,36.96,686.96,54.21,433.56,Low
2011,USA,5214.33,0.619,3.42,1.55,38.47,823.71,61.82,431.11,Low
1999,China,5447.88,1.164,3.2,4.74,33.37,576.62,29.05,420.96,High
1989,USA,6635.56,1.427,1.37,2.3,41.56,503.65,42.34,438.27,High
1992,USA,6167.86,1.003,2.72,0.44,39.2,518.95,66.0,395.89,High
2008,USA,6426.63,0.779,3.53,2.32,57.32,861.2,84.89,423.6,High
2014,India,4471.97,1.089,2.38,3.64,56.43,984.54,37.59,404.82,High
1987,Brazil,5431.56,0.924,4.66,2.89,17.98,578.57,29.18,408.21,Medium
2008,Pakistan,7602.33,1.195,3.52,4.19,41.72,1377.7,39.54,383.81,High
2010,China,4854.71,1.525,2.31,1.88,11.71,1308.12,69.21,417.84,Medium
2020,USA,5194.0,0.794,3.31,4.42,26.66,563.82,62.86,396.15,High
2009,Australia,5214.07,1.705,3.35,3.37,17.31,1056.73,24.16,383.5,Medium
2001,UK,4844.06,0.69,3.8,2.75,49.63,793.07,76.79,376.68,Low
2000,China,6932.23,0.419,2.76,3.75,20.89,1004.21,25.61,427.95,High
1991,India,4336.83,0.933,3.46,0.41,39.09,456.94,85.29,416.9,Low
1990,Pakistan,6619.91,0.448,2.18,1.27,15.18,1060.87,65.29,412.26,High
1981,India,6154.26,0.827,2.19,1.87,15.33,340.72,23.58,465.23,High
2020,China,4908.83,0.58,3.54,3.07,10.59,166.46,73.99,399.13,Low
1981,Brazil,4383.41,0.927,1.74,0.79,13.67,6.37,45.54,409.11,Low
2013,Australia,4950.94,1.047,2.95,4.94,59.72,120.17,51.04,376.93,High
1982,Germany,6738.82,0.896,5.96,4.73,48.33,994.61,23.91,442.0,High
1995,UK,6615.32,1.044,4.24,2.18,18.53,954.92,47.9,406.82,High
1983,Russia,6199.94,0.949,4.25,4.48,57.54,606.54,62.41,423.58,High
2002,India,4870.36,0.605,5.34,4.36,47.58,608.84,24.81,426.97,High
1999,Pakistan,5065.36,0.786,2.54,1.85,11.45,882.22,64.61,436.66,Low
2004,Russia,5939.48,0.67,3.61,2.72,38.92,975.39,89.68,429.32,Low
2009,Brazil,4644.72,0.915,4.45,0.21,10.51,659.94,29.75,424.7,Medium
1997,Germany,6256.37,0.922,1.42,2.56,49.94,991.77,83.48,404.55,High
2021,Pakistan,5227.59,1.082,3.4,2.55,23.45,17.77,54.2,425.05,Low
1990,Canada,6520.95,0.625,2.68,4.17,43.07,1247.5,49.96,380.88,High
2008,Canada,2878.39,0.993,3.84,0.37,11.34,61.77,63.63,410.66,Medium
1996,Russia,4089.25,0.762,2.96,3.02,25.8,614.58,88.38,424.12,Low
2005,Pakistan,4500.56,1.032,4.94,4.13,17.53,154.74,68.26,396.94,High
2002,China,5618.78,0.928,2.51,2.07,25.93,51.4,47.2,409.39,Low
1999,Australia,4436.24,1.262,4.39,2.8,50.73,1237.3,74.26,409.98,Medium
2024,India,8270.28,0.943,4.66,3.28,55.78,1124.87,80.08,448.4,High
1981,Canada,3171.94,0.173,3.12,0.31,56.99,864.22,54.49,361.45,Low
2003,India,6529.5,1.083,2.2,2.27,49.75,478.49,82.4,426.02,High
2010,Australia,6845.27,0.551,1.4,1.15,32.28,746.18,45.2,397.33,High
2006,Australia,5747.42,1.203,5.37,4.57,27.68,1246.42,84.24,392.42,High
1981,China,4526.65,0.849,4.4,4.71,39.5,300.96,61.62,417.19,High
1993,USA,4971.23,0.973,3.78,3.82,12.83,1112.2,20.32,428.97,High
1983,UK,6225.59,1.39,1.97,0.63,54.85,291.52,88.49,386.31,High
1992,USA,2602.14,1.066,4.91,4.99,35.22,1180.48,45.84,415.09,High
2015,Russia,4048.55,1.004,3.2,0.25,58.68,1264.0,34.51,381.44,Low
2014,Pakistan,4193.62,1.104,3.29,4.68,18.52,759.37,69.54,454.21,High
2023,Australia,5816.93,0.644,5.7,1.16,38.54,1182.29,49.94,422.74,Medium
1987,USA,6633.47,1.356,3.62,1.09,57.94,1025.76,44.1,439.47,High
1981,Germany,7971.47,0.85,4.45,2.78,24.83,1375.6,85.29,446.46,High
1985,USA,2203.58,0.99,1.77,2.93,43.1,241.01,51.95,401.11,Low
2010,Brazil,3458.36,0.92,3.14,2.51,35.34,641.33,63.72,396.0,Low
1989,Canada,4486.8,0.577,2.8,4.28,56.81,333.97,64.88,373.71,High
2023,Brazil,5834.19,0.405,2.88,0.04,42.16,904.36,57.9,414.78,Low
2000,Australia,6146.61,0.932,3.39,1.44,47.94,682.47,88.54,393.17,High
2021,Canada,3231.8,1.281,3.77,3.89,31.15,733.74,85.06,422.62,High
1989,Brazil,5564.56,1.161,3.41,2.69,29.13,425.63,62.6,425.72,Low
2002,Australia,1160.19,1.36,3.17,0.78,18.67,980.41,83.26,407.02,Medium
1982,Canada,5437.88,1.584,2.95,2.22,23.37,699.66,84.96,410.87,Medium
2011,USA,4960.79,0.963,4.29,0.24,27.72,69.69,25.93,420.14,Medium
1999,India,4850.54,0.843,4.41,0.96,23.96,1268.93,63.3,406.88,Medium
1989,USA,4412.25,0.881,2.86,3.31,39.23,295.16,68.68,391.14,Low
2008,India,4865.48,0.972,5.83,0.81,22.31,1104.31,75.21,390.39,Medium
2020,China,5482.42,1.119,0.23,2.72,17.3,1212.93,67.68,419.43,Low
2013,Australia,7491.04,0.677,3.86,2.7,50.24,528.14,64.87,400.88,High
2016,Pakistan,3072.13,0.73,1.43,0.55,31.99,1283.65,33.3,386.55,Low
1999,Australia,4590.68,0.934,4.42,4.67,39.06,1138.11,53.91,362.93,High
1987,Pakistan,5811.29,1.264,5.29,3.11,39.61,1070.31,57.55,403.02,Medium
1986,Russia,4909.54,0.969,3.97,4.1,53.65,1092.15,38.31,490.06,High
1985,Germany,5186.22,1.286,5.37,2.68,38.74,614.65,47.9,381.05,Medium
1990,India,4120.07,1.071,3.58,3.77,23.53,536.64,75.45,431.08,High
2023,USA,6238.06,0.956,5.14,2.67,59.71,628.66,22.24,436.51,High
1997,Australia,1741.46,1.078,2.66,2.55,15.91,1003.03,36.37,381.65,Low
2021,India,3510.97,0.984,2.67,0.87,53.29,342.55,46.65,403.52,Low
2008,Australia,7933.2,0.942,3.44,0.16,45.37,718.81,62.1,414.97,High
2004,Russia,3156.71,1.351,5.71,1.21,16.11,653.66,51.95,449.91,Medium
2000,USA,3691.94,1.31,4.32,0.92,27.02,650.17,53.46,376.84,Medium
1982,USA,3818.5,0.961,1.16,3.32,58.32,858.99,50.42,412.96,Low
1997,Russia,4188.31,0.928,4.48,0.95,45.75,1390.6,25.14,404.7,Medium
2003,India,4971.05,1.356,4.65,0.64,51.07,1329.46,40.84,415.63,Medium
2017,Pakistan,6618.49,0.943,2.25,4.28,21.43,1269.21,27.65,379.17,High
1989,Australia,5716.13,1.208,3.97,1.52,15.82,206.23,79.39,463.28,Medium
2006,Russia,4645.85,1.24,3.67,4.27,58.16,824.93,63.53,409.34,High
1991,Australia,7623.69,1.323,2.82,4.01,36.13,732.5,89.49,416.26,High
1986,India,4374.16,1.341,2.93,4.1,16.34,1223.19,44.01,381.01,High
1996,Russia,5086.37,0.975,1.25,0.9,39.3,982.65,72.44,381.72,Low
1980,Canada,5178.9,1.378,2.81,0.12,47.98,1215.22,50.76,418.32,Medium
2005,Canada,6270.51,1.243,3.02,1.58,20.22,214.92,86.37,429.39,High
1994,Germany,3273.35,0.859,3.0,4.11,14.36,1128.2,32.39,420.05,High
2012,Australia,3464.29,1.171,3.12,4.92,50.47,1296.69,42.54,416.25,High
2016,China,6414.05,1.302,5.43,2.38,41.78,745.47,32.22,423.65,High
2010,Russia,7677.19,0.756,3.72,0.86,12.53,977.62,48.2,378.78,High
2014,India,4453.86,1.105,4.32,1.24,20.56,1220.84,58.95,425.59,Medium
1980,China,3107.47,1.353,4.05,4.29,38.81,514.9,34.06,425.02,High
1987,Pakistan,3214.86,0.811,3.36,0.57,58.35,501.82,59.83,378.46,Low
1991,Pakistan,6554.31,1.224,5.15,1.66,19.87,1004.51,39.65,373.47,High
1998,Australia,2470.16,0.649,5.11,4.18,20.11,976.01,43.76,424.98,High
2004,Germany,5095.74,0.58,4.33,1.37,36.32,564.53,42.02,388.89,Medium
2011,India,4735.66,1.076,3.59,2.79,55.04,302.32,34.96,436.74,Low
1991,UK,3986.87,0.867,3.3,1.29,59.77,612.62,38.04,435.78,Low
1992,Russia,3712.46,1.534,3.89,0.3,11.35,369.85,26.13,426.66,Medium
2007,China,6044.24,0.613,1.49,1.7,42.98,795.59,24.76,407.82,High
1980,Germany,6166.11,0.96,3.41,0.08,16.98,671.98,65.11,408.47,High
1985,Pakistan,6750.99,0.89,4.54,4.59,24.63,532.26,79.95,435.42,High
1987,Canada,5726.51,0.911,1.79,0.77,10.62,1332.04,75.3,428.65,Low
1983,India,5011.36,1.639,1.69,3.07,30.53,517.47,61.6,438.15,Medium
1984,USA,5244.89,0.783,2.63,4.78,39.7,569.92,88.38,434.95,High
2004,UK,6486.24,0.774,2.44,4.61,10.41,1153.71,24.63,440.56,High
2001,China,2438.7,1.319,4.1,0.53,32.32,1029.26,67.38,413.12,Medium
2007,India,5665.94,0.397,3.76,3.74,25.9,1295.84,28.33,411.34,High
2018,Australia,4132.61,1.03,4.96,2.02,10.26,720.46,85.92,374.66,Medium
2002,Germany,5564.22,0.503,2.05,0.41,34.44,1347.15,80.42,380.23,Low
1983,China,3454.16,0.417,3.43,3.46,50.23,59.49,47.87,435.36,Low
1983,UK,6275.1,0.932,5.22,4.61,56.55,297.8,22.36,425.44,High
2000,USA,5881.36,0.401,5.05,0.99,46.95,117.53,30.06,437.94,Medium
2016,Canada,3941.91,0.661,1.58,0.66,48.41,183.61,87.6,365.8,Low
2020,Brazil,4299.4,0.774,1.26,1.48,47.42,1324.31,88.51,424.89,Low
1981,USA,4161.51,1.317,4.02,0.78,22.15,930.11,22.06,435.95,Medium
1986,Russia,5085.84,1.077,2.11,0.97,27.91,147.94,48.84,432.34,Low
1995,Russia,8044.66,0.935,2.65,2.05,32.08,745.59,69.72,422.32,High
1996,India,2273.45,1.314,4.06,0.56,21.12,1338.89,37.44,427.28,Medium
1999,UK,5488.53,0.057,3.42,0.44,27.5,837.09,71.95,379.11,Low
2002,Canada,5646.17,0.474,4.7,2.27,43.11,801.65,77.82,402.07,Medium
2013,Brazil,4203.57,0.536,2.0,1.99,19.16,555.13,63.47,449.54,Low
1990,UK,2489.64,1.318,3.51,3.74,11.13,994.51,30.48,397.5,High
2013,Russia,4698.47,1.236,2.89,3.82,36.46,1067.67,23.95,383.11,High
2012,Pakistan,3173.65,1.038,3.95,2.59,43.2,29.65,81.26,401.86,Medium
2005,UK,5834.67,1.441,3.7,4.27,31.69,753.7,84.01,439.39,High
1981,Canada,2927.04,1.297,3.77,0.47,25.7,1390.17,40.18,389.39,Medium
2002,UK,4924.89,1.216,4.78,0.58,52.08,616.62,28.56,405.99,Medium
2020,Canada,3843.78,0.701,4.25,2.25,45.38,112.11,28.59,428.58,Medium
2001,USA,6675.45,1.179,4.99,4.72,37.93,1370.57,43.09,401.44,High
2013,UK,7354.72,1.279,3.18,2.65,31.27,599.69,62.17,422.14,High
1994,Russia,4461.39,1.399,4.3,1.93,45.33,355.89,82.26,384.78,Medium
1989,India,3423.37,1.08,2.79,0.99,55.07,414.57,49.68,374.47,Low
1994,UK,7508.8,0.78,2.78,4.87,34.19,395.53,84.69,426.42,High
2021,Brazil,4795.46,0.931,2.17,1.73,38.82,1099.65,87.86,404.17,Low
2008,Canada,5471.23,1.299,5.94,1.36,42.74,185.47,54.37,409.15,Medium
2002,Canada,4818.06,1.09,2.37,1.9,33.02,292.49,58.37,378.37,Low
1996,Russia,4691.58,0.703,4.53,3.13,34.83,978.31,46.06,366.91,Medium
1988,Brazil,4260.73,1.081,4.05,0.31,12.08,1197.0,50.12,427.56,Medium
2015,Germany,2166.49,0.529,3.78,0.58,56.14,289.16,56.17,392.79,Low
1988,Germany,7651.24,1.038,3.67,4.94,57.42,1286.72,68.11,439.84,High
1995,Germany,5296.96,1.623,3.39,1.85,56.66,370.79,65.01,405.31,Medium
2015,Germany,4877.74,1.243,2.83,2.84,13.17,792.8,38.22,418.01,Medium
2012,UK,6392.2,0.87,5.11,1.85,10.05,601.27,87.18,410.86,High
2010,Germany,4160.75,1.903,2.31,0.02,12.98,1169.13,74.28,383.62,Medium
1985,UK,5554.53,0.694,3.63,3.76,38.52,1136.8,64.47,450.14,High
1989,Pakistan,3845.61,0.625,3.57,2.4,31.18,1289.26,34.29,427.61,Low
1995,China,4482.48,0.73,4.04,2.43,59.55,644.28,66.56,381.35,Medium
1983,India,5876.63,0.774,4.5,2.59,49.18,714.84,24.98,386.88,Medium
2001,UK,5412.33,1.405,3.0,1.0,43.59,399.1,72.91,424.16,Medium
1992,Canada,4510.92,0.969,3.36,4.13,16.38,1141.87,78.1,386.45,High
1995,Brazil,6096.39,0.684,2.52,4.02,29.1,955.34,61.65,380.02,High
2008,USA,3834.15,0.72,4.25,1.28,53.75,980.65,43.51,366.06,Medium
1985,Brazil,3628.64,1.331,4.44,4.18,46.46,117.04,38.86,431.9,High
2005,UK,4321.03,0.888,2.84,4.74,11.42,1182.94,42.26,395.0,High
1990,Germany,4654.36,0.741,3.99,0.07,26.0,1164.98,78.03,404.01,Medium
2003,Brazil,4501.34,0.72,3.64,3.35,41.69,935.75,24.54,437.68,Low
2008,Pakistan,4359.63,1.032,3.29,3.63,36.21,62.64,43.57,382.21,High
1982,USA,6355.49,0.773,4.66,2.24,59.3,1152.18,47.51,432.54,High
1989,Australia,7255.48,0.964,5.62,0.33,37.04,1066.84,53.3,368.53,High
1980,Canada,4804.19,0.871,1.92,0.7,43.91,139.48,63.22,423.54,Low
2022,UK,5887.79,0.938,3.64,4.82,49.08,748.28,64.05,392.11,High
2005,India,3897.3,1.161,2.0,2.65,25.64,35.55,42.6,391.16,Low
